Entry,Ref,OLDRS,RANK,RS,RAWQP,QPRANK,QP,RANK2,RS2,RAWQP2,QP2,RANK3,RS3,RAWQP3,QP3,RawAvg,RatingYear,Vintage,Qterms,FullName,AppellationLevel,AppellationName,WineryName,Region,EvaluationAvg,Price,Grapes,Pairing,ScoreAvg,EvaluationAIS,ScoreAIS,EvaluationGR,ScoreGR,SLC,TLC,WineTypeIT,WineType,Alcohol,Bottles,AgingMonths,AgingTypeIT,AgingType,Notes,Tasting Notes,Country,VintageNV,Method,Sweetness
2,,,,,,,,,,,,,,,,,2022,2018,,Agripunica (94)  Barrua,,,Agripunica,Sardegna,,,,,,,,nd,nd,,,,,,,,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Montessu,,,Agripunica,Sardegna,,35,,Faraona in salmì.,,,,nd,nd,,,,,15%,125,Acciaio 3 mesi e Legno 18 mesi,,,,"Rubino  fitto.  Piccoli  frutti  rossi,  mora  e  ribes  punteggiano  un bouquet  ampio  con  sfumature  di  viola  e  macchia  mediterranea; chiosa speziata di pepe rosa. Palato equilibrato e ricercato, con tannino fine ed elegante e buona spalla acido-sapida; lunga chiusura che ripropone ricordi mediterranei di rosmarino e mirto.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Samas,,,Agripunica,Sardegna,,15,,Carni rosse o selvaggina,,,,nd,nd,,,,,"14,5%",145,Acciaio 3 mesi e Legno 12 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2017,,Argiolas (96)  Cannonau Di Sardegna Passito Antonio Argiolas 100,,,Argiolas,Sardegna,,11,Vermentino 80% – Chardonnay 20%,"Crostacei, molluschi o crudità",,,,nd,nd,,,,,13%,35,Acciaio 4 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2017,,(95)  Turriga,,,Argiolas,Sardegna,,35,Cannonau 100%,Tor- ta della Foresta Nera.,,,,nd,nd,,,,,"14,5%",800,Legno 12 mesi,,,,"Rubino vivace. Elegante incipit olfattivo di visciole sotto spirito e petali di rosa macerati, su uno sfondo mirto, pepe e ginepro. Assaggio  avvolgente,  per  la  discreta  dolcezza  e  La  moderata dolcezza e la ricchezza delle componenti determinano un assaggio avvolgente ma incisivo, sostenuto da una saporita freschezza e tannini ben rifiniti, vibrante nel finale balsamico.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2016,,Angialis,,,Argiolas,Sardegna,,65,,Boeuf bourguignon.,,,,nd,nd,,,,,"14,5%",40,Legno 18 mesi,,,,"Rubino  impenetrabile.  Tavolozza  olfattiva  che  propone  prugne e cassis, mirto, tabacco dolce, cacao e radice di liquirizia. Palato elegante, per la sapiente alternanza di carezze gliceriche e sferzate fresco-sapide, con tannino di eccellente fattura;  finale  interminabile  scandito  da  ritorni  fruttati  e  speziati.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2018,,Korem,,,Argiolas,Sardegna,,29,Nasco 95% – Malvasia bianca 5%,"Pasticceria secca, torte o cioccolato",,,,nd,nd,,,,,"14,5%",10,Acciaio 18 mesi e Legno 12 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2017,,Cannonau Di Sardegna Senes Riserva,,,Argiolas,Sardegna,,27,Bovale 85% – Carignano 10% – Cannonau 5%,Formaggi stagionati o erborinati,,,,nd,nd,,,,,"14,5%",50,Legno 12 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2017,,Vermentino Di Sardegna Cerdeña,,,Argiolas,Sardegna,,20,Cannonau 85% – Carignano 10% – Bovale 5%,Carni rosse o selvaggina,,,,nd,nd,,,,,"14,5%",12,Legno 12 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2022,,Cannonau,,,Argiolas,Sardegna,,35,Vermentino 95% – Nasco 5%,Risotti di pesce,,,,nd,nd,,,,,"14,5%",3,Acciaio 20 mesi e Legno 10 mesi,,,,,Italy,,,
