Entry,Ref,OLDRS,RANK,RS,RAWQP,QPRANK,QP,RANK2,RS2,RAWQP2,QP2,RANK3,RS3,RAWQP3,QP3,RawAvg,RatingYear,Vintage,Qterms,FullName,AppellationLevel,AppellationName,WineryName,Region,EvaluationAvg,Price,Grapes,Pairing,ScoreAvg,EvaluationAIS,ScoreAIS,EvaluationGR,ScoreGR,SLC,TLC,WineTypeIT,WineType,Alcohol,Bottles,AgingMonths,AgingTypeIT,AgingType,Notes,Tasting Notes,Country,VintageNV,Method,Sweetness
2,,,,,,,,,,,,,,,,,2023,2019,,Spergola Dosaggio Zero,,,E,Emilia,,20,Spergola 100%,Acciaio Tartare di gamberi,,,86,nd,nd,,,,,12,2,,,,,"Paglierino luminoso con bollicine sottili. Bouquet intenso e accattivante con riconoscimenti di melissa, cedro, pesca, arachidi e ricordi di cereali. L’assaggio è pieno, contraddistinto da buona freschezza e tensione gustativa, rimandi di agrumi, orzo e torrefazione in chiusura. Rollè di cernia con patate al rosmarino. LAMBRUSCO EXTRA DRY OTTOCENTOROSA Rosato Igt Metodo Martinotti Lambrusco di Sorbara 50%, Lambrusco grasparossa 50% Alc. 11% | € 7 | Bt. 43.000 | Ferm.",Italy,,,
2,,,,,,,,,,,,,,,,,2023,1936,,Lambrusco,,,E,Emilia,,20,Lambrusco grasparossa 40% – Lambrusco salamino 40% –,Acciaio Tagliatelle al ragù,,,86,nd,nd,,,,,12,2,,,,,"Coniglio alla cacciatora. LAMBRUSCO MEARES Rosso Igt Frizzante Lambrusco grasparossa 45%, Lambrusco salamino 40%, Ancellotta 15% Alc. 10,5% | € 7 | Bt. 7.000 | Ferm. Acciaio Pasta e fagioli. REGGIANO LAMBRUSCO FOGLIEROSSE Rosso Doc Frizzante Lambrusco salamino 50%, Lambrusco Marani 40%, Ancellotta 10% Alc. 11,5% | € 6 | Bt. 67.000 | Ferm.",Italy,,,
2,,,,,,,,,,,,,,,,,2023,2021,,Lambrusco Marcello Gran Cru Dry,,,Ariola,Emilia,,10,Lambrusco Maestri 100%,Panna cotta con sciroppo di mirtilli selvatici,,,89,nd,nd,,,,,11,350,,Acciaio 3 mesi,,,"Spuma rosa brillante che sovrasta un rosso porpora profondo. Frutti rossi piccoli e dolci, spicca una succosa nota di durone, zucchero filato, rose e violette chiudono lo spettro olfattivo. Morbido e avvolgente l’ingresso, il finale antepone freschezza e sapidità al delizioso epilogo di frutti rossi.",Italy,,,
2,,,,,,,,,,,,,,,,,2023,2021,,Lintrigo Extra Dry Rosé,,,Ariola,Emilia,,10,Chardonnay 60% – Lambrusco 40%,Crostini con burro e salmone,,,86,nd,nd,,,,,11,350,,Acciaio 3 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2023,2021,,Lambrusco Marcello Millesimato Dry,,,Ariola,Emilia,,10,Lambrusco Maestri 100%,2 mesi sui lieviti Guancia di vitello in umido,,,86,nd,nd,,,,,11,350,,Acciaio 3 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2023,2021,,Malvasia Forte Rigoni Gran Cru,,,Ariola,Emilia,,10,Malvasia di Candia aromatica 100%,Canapè di pasta sfoglia al formaggio,,,86,nd,nd,,,,,11,350,,Acciaio 3 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2023,2021,,Sinestesi Millesimato Spergola Brut,,,Ariola,Emilia,,10,Spergola 100%,2 mesi sui lieviti Pizza Margherita,,,82,nd,nd,,,,,11,350,,Acciaio 3 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2023,2014,,Bellei Cuvée Brut Blanc De Noirs,,,Francesco Bellei,Emilia,,40,Pinot nero 100%,Acciaio 5 mesi 48 mesi sui lieviti Insalatina di porcini e scaglie di formaggio,,,91,nd,nd,,,,,,3,,Acciaio 5 mesi,,,"72 mesi sui lieviti Veste oro rosa, punteggiata da fini bollicine. Inebriante successione olfattiva, che svela rosa canina, cipria, frutti di bosco, fragranze di amaretto, pinolo e tocchi balsamici. Palato deciso e austero al contempo, vitale e voluminoso nello sviluppo. Lento epilogo salino e cremoso, che incanta. Pesce spada gratinato. BELLEI CUVÉE BRUT Bianco Metodo Classico Pinot nero 70%, Chardonnay 30% Alc. 12,5% | € 25 | Bt. 12.000 | Ferm. Acciaio | Mat. Acciaio 5 mesi 24 mesi sui lieviti Paglierino smagliante dalla luminosa spuma. Rimarchevole complessità: fiori d’acacia virano su pesca bianca, pompelmo, frutta secca, il tutto rifinito da echi di crema pasticcera. Assaggio da subito avvolgente, il sorso prosegue sferico e bilanciato. Congedo di ottima coerenza al sapor d’agrume. Risotto con mazzancolle al profumo d’arancia. BELLEI BRUT NATURE Bianco Metodo Classico Pinot nero 100% Alc. 12,5% | € 35 | Bt. 3.000 | Ferm. Acciaio | Mat.",Italy,,,
2,,,,,,,,,,,,,,,,,2023,2018,,Colli Bolognesi Pignoletto Collebolle Dosaggio Zero,,,Botti,Emilia,,19,Grechetto gentile 100%,Tortellini in brodo,,,91,nd,nd,,,,,12,3,,Terracotta 12 mesi,,,"Paglierino scintillante dal perlage generoso. Olfatto nitido e articolato, apre con sfumature agrumate su uno sfondo di pasticceria salata, poi pesca, acacia, ginestra, menta, timo e un tocco di pietra focaia. Sorso pieno, briosa tensione fresco-sapida, di grande profondità gustativa. Fruttato e succoso.",Italy,,,
2,,,,,,,,,,,,,,,,,2023,2019,,Colli Bolognesi Cabernet Sauvignon Evolver,,,Botti,Emilia,,19,Cabernet sauvignon 100%,Braciola di cervo con salsa di ribes,,,89,nd,nd,,,,,12,3,,Terracotta 12 mesi,,,,Italy,,,
