Entry,Ref,OLDRS,RANK,RS,RAWQP,QPRANK,QP,RANK2,RS2,RAWQP2,QP2,RANK3,RS3,RAWQP3,QP3,RawAvg,RatingYear,Vintage,Qterms,FullName,AppellationLevel,AppellationName,WineryName,Region,EvaluationAvg,Price,Grapes,Pairing,ScoreAvg,EvaluationAIS,ScoreAIS,EvaluationGR,ScoreGR,SLC,TLC,WineTypeIT,WineType,Alcohol,Bottles,AgingMonths,AgingTypeIT,AgingType,Notes,Tasting Notes,Country,VintageNV,Method,Sweetness
2,,,,,,,,,,,,,,,,,2022,2020,,Albana La Torre Cinque Terre Alter Ego,,,Albana La Torre,Liguria,,,,,,,,nd,nd,,,,,,,,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Cinque Terre La Torre,,,Albana La Torre,Liguria,,30,,Coniglio alla ligure.,,,,nd,nd,,,,,"13,5%",992,Acciaio 10 mesi,,,,"Giallo  dorato  brillante.  Olfatto  stratificato,  apre  su  nuance  tropicali di mango e maracuja, seguite da albicocca, susina gialla, dattero, sbuffi di zenzero ed eucalipto. In bocca è vellutato e di spiccata sapidità, a disegnare un godibile equilibrio e una beva di prolungata persistenza.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2018,,Massimo Alessandri (91) Ligustico,,,Massimo Alessandri,Liguria,,24,,,,,,nd,nd,,,,,"13,5%",1,Acciaio 10 mesi,,,,abbinamento Piatti di pesce ettari 7  bottiglie 40.000 produzione olearia Sì proprietà Massimo Alessandri conduzione enologica Valter Bonetti conduzione agronomica Massimo Alessandri vendita diretta Sì  visita in azienda Sì,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Viorus,,,Massimo Alessandri,Liguria,,30,Granaccia 50% – Syrah 50%,Arrosto di manzo.,,,,nd,nd,,,,,"14,5%",3,Legno 12 mesi,,,,"gia, mora e mirtillo, impreziosito da stille di confettura ai frutti di bosco, seguono caffè e refoli balsamici. Potenza ed equilibrio al palato, con tannini levigati. Finale lungo, sapido e superbamente raffinato.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Riviera Ligure Di Ponente Pigato Vigne Vëggie,,,Massimo Alessandri,Liguria,,20,Viognier 90% – Roussanne 10%,Formaggi stagionati o erborinati,,,,nd,nd,,,,,"14,5%",2,Legno 8 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Riviera Ligure Di Ponente Granaccia Costa De Vigne,,,Massimo Alessandri,Liguria,,18,Pigato 100%,Piatti di verdure,,,,nd,nd,,,,,"14,5%",3,Legno 9 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Riviera Ligure Di Ponente Rossese Costa De Vigne,,,Massimo Alessandri,Liguria,,16,Granaccia 100%,Carni bianche o da cortile,,,,nd,nd,,,,,14%,4,Acciaio 10 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Riviera Ligure Di Ponente Pigato Costa De Vigne,,,Massimo Alessandri,Liguria,,16,Rossese 100%,Salumi o insaccati,,,,nd,nd,,,,,14%,3,Acciaio 9 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2009,,Arrigoni Cinque Terre Sciacchetrà Riserva Tramonti,,,Arrigoni,Liguria,,13,Pigato 100%,,,,,nd,nd,,,,,"13,5%",17,Acciaio 7 mesi,,,,"abbinamento Zuppe, minestre o vellutate ettari 18  bottiglie 150.000 produzione olearia Sì proprietà Riccardo Arrigoni conduzione enologica Sara Arrigoni conduzione agronomica Andrea Arrigoni vendita diretta Sì  visita in azienda Sì",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Cinque Terre Tramonti,,,Arrigoni,Liguria,,45,,Pandolce genovese.,,,,nd,nd,,,,,"14,5%",768,Acciaio 24 mesi e Legno 24 mesi,,,,"Veste  ambrata  e  luminosa.  Profilo  olfattivo  composito  e  ricco, che  esprime  una  fine  successione  di  frutta  candita,  albicocca, fichi, miele e zafferano. In chiusura una leggera scia balsamica. Il sorso risulta caldo e generoso, perfettamente sostenuto da un nitido timbro sapido.",Italy,,,
