Entry,Ref,OLDRS,RANK,RS,RAWQP,QPRANK,QP,RANK2,RS2,RAWQP2,QP2,RANK3,RS3,RAWQP3,QP3,RawAvg,RatingYear,Vintage,Qterms,FullName,AppellationLevel,AppellationName,WineryName,Region,EvaluationAvg,Price,Grapes,Pairing,ScoreAvg,EvaluationAIS,ScoreAIS,EvaluationGR,ScoreGR,SLC,TLC,WineTypeIT,WineType,Alcohol,Bottles,AgingMonths,AgingTypeIT,AgingType,Notes,Tasting Notes,Country,VintageNV,Method,Sweetness
2,,,,,,,,,,,,,,,,,2022,2015,,Abate Nero (91)  Trento Brut Domini Nero,,,Abate Nero,Trentino,,,,,,,,nd,nd,,,,,,,,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2010,,Trento Brut Cuvée Dell'Abate Riserva,,,Abate Nero,Trentino,,30,Pinot nero 100%,Aragosta alla catalana.,,,,nd,nd,,,,,"12,5%",3,Acciaio 6 mesi | 60 mesi sui lieviti,,,,Paglierino  lucente  dalle  incessanti  e  sottili  catenelle.  L'eleganza al naso richiama lime e mela renetta per poi virare verso pan biscotto e nocciola. L'equilibrio di bocca gioca su una spalla acida invidiabile che conduce a un entusiasmante finale dalla scia agrumata.,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2016,,Trento Brut Domini,,,Abate Nero,Trentino,,39,Chardonnay 100%,Piatti di pesce,,,,nd,nd,,,,,"12,5%",6,Acciaio 6 mesi | 120 mesi sui lieviti,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2014,,Balter Trento Pas Dosé Riserva,,,Balter,Trentino,,28,Chardonnay 100%,Primi piatti di pasta o pasta fresca ripiena,,,,nd,nd,,,,,"12,5%",3,Acciaio 6 mesi | 48 mesi sui lieviti,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2018,,Cabernet Sauvignon,,,Balter,Trentino,,45,,,,,,nd,nd,,,,,"12,5%",2,,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2018,,Barbanico,,,Balter,Trentino,,18,Cabernet sauvignon 100%,Carni rosse o selvaggina,,,,nd,nd,,,,,"13,5%",1,Legno 12 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Bellaveder Trentino Müller Thurgau San Lorenz,,,Bellaveder,Trentino,,25,,,,,,nd,nd,,,,,"13,5%",1,Legno 15 mesi,,,,abbinamento Formaggi stagionati o erborinati ettari 12  bottiglie 80.000 produzione olearia No proprietà Tranquillo Luchetta conduzione enologica Luca Gasperinatti conduzione agronomica Luca Gasperinatti vendita diretta Sì  visita in azienda Sì,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2018,,Trentino Lagrein Dunkel Mansum Riserva,,,Bellaveder,Trentino,,12,Müller Thurgau 100%,Filetto di orata alle erbe aromatiche.,,,,nd,nd,,,,,"12,5%",7,Acciaio 5 mesi,,,,"Giallo  paglierino  dalla  brillante  luminosità.  Gli  aromi  sono  delicati e variegati, spaziano da cenni di melone e pesca bianca alle erbe di montagna, con nuance di salvia. Il palato è appuntito ma caratterizzato  da  un  equilibrio  encomiabile.  Lunghissima  sapidità e precisione di bocca.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2016,,Trento Brut Nature Riserva,,,Bellaveder,Trentino,,19,Lagrein 100%,Carni rosse o selvaggina,,,,nd,nd,,,,,"13,5%",7,Legno 12 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2014,,Bolognani Trento Extra Brut Pernilo,,,Bolognani,Trentino,,24,Chardonnay 100%,,,,,nd,nd,,,,,13%,14,,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2016,,Cabernet Merlot Gabàn,,,Bolognani,Trentino,,29,Chardonnay 100%,Lasagna di mare.,,,,nd,nd,,,,,"12,5%",1,Acciaio 7 mesi e Legno 7 mesi,,,,"65 mesi sui lieviti Paglierino  luminoso  dal  vitale  perlage.  Si  dipanano  profumi  di mela,  pesca  bianca,  cedro  e  pasticceria  appena  lievitata.  La bocca viene appagata da un sorso pieno, dalla schietta sapidità. Lunga persistenza degli aromi con ritorni fruttati di grande soddisfazione.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Sauvignon,,,Bolognani,Trentino,,25,,Carni rosse o selvaggina,,,,nd,nd,,,,,14%,2,Legno 12 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2022,,T,,,Bolognani,Trentino,,12,Sauvignon 100%,Risotti di pesce r e n t i n o,,,,nd,nd,,,,,13%,3,Acciaio 5 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2014,,Cantina Aldeno Trento Pas Dosé Altinum Riserva,,,Cantina Aldeno,Trentino,,,,,,,,nd,nd,,,,,,,,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2022,,Centenario Un Secolo E 10,,,Cantina Aldeno,Trentino,,30,,Sfogliatina  croc- cante ai formaggi di malga.,,,,nd,nd,,,,,12%,2,Acciaio 5 mesi,,,,"70 mesi sui lieviti Paglierino brillante screziato da venature oro con perlage incessante.  Ricco  il  bouquet,  con  cedro  e  albicocca  a  primeggiare su uno sfondo di erbe aromatiche. Ottima struttura e coerenza  tra  naso  e  bocca  che  alterna  cremosità  a  pennellate fresco-sapide.  Finale  dal  ricordo  vanigliato.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2017,,Trento Brut Altinate Blanc De Blanc Biovegan,,,Cantina Aldeno,Trentino,,15,,Carni rosse o selvaggina,,,,nd,nd,,,,,"13,5%",2,Legno 28 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2018,,Cantina Di La-Vis E Valle Di Cembra (91)  Trentino Müller Thurgau Vigna Delle Forche Cembra Cantina Di Montagna,,,Cantina Di La-Vis,Trentino,,18,Chardonnay 100%,"Decisamente meritevoli sia i rossi sia i Trento Doc, che rie- scono a esprimere la tipicità delle bollicine di montagna.",,,,nd,nd,,,,,"12,5%",2,Acciaio 5 mesi | 36 mesi sui lieviti,,,,"abbinamento Primi piatti di pasta o pasta fresca ripiena Due cantine, un’unica realtà: a unirle, una strada di quindici chilometri  costellata  di  vigneti  lungo  il  torrente  Avisio.  I  terreni  si estendono, tra le altre, sulle colline di Lavis, di Sorni, di Trento e della Vallagarina, con altitudini tra i 200 e gli 800 metri, donando espressioni diversificate. Eccellente il müller thurgau, che sui terrazzamenti della val di Cembra regala delle sensazioni peculiari.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2016,,Maso Franch Cantina La-Vis,,,Cantina Di La-Vis,Trentino,,21,Müller Thurgau 100%,Involtino di trota in foglia di vite.,,,,nd,nd,,,,,"12,5%",7,Acciaio 12 mesi,,,,"Un giallo paglierino luminoso dal quale emergono profumi floreali di tiglio e maggiorana, per poi lasciare spazio a cedro, mela e pesca bianca. L'eleganza del sorso si riscontra per tutta la durata dell'assaggio, lungo e appagante, e sfocia in un epilogo di carattere.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2018,,Trentino Riesling Vigna Cancòr Cembra Cantina Di Montagna,,,Cantina Di La-Vis,Trentino,,29,Manzoni bianco 100%,Primi piatti di pasta o pasta fresca ripiena,,,,nd,nd,,,,,14%,5,Acciaio 24 mesi e Legno 24 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2017,,Trentino Müller Thurgau Vigna Delle Forche,,,Cantina Di La-Vis,Trentino,,21,Riesling 100%,,,,,nd,nd,,,,,12%,5,,,,,,Italy,,,
