Entry,Ref,OLDRS,RANK,RS,RAWQP,QPRANK,QP,RANK2,RS2,RAWQP2,QP2,RANK3,RS3,RAWQP3,QP3,RawAvg,RatingYear,Vintage,Qterms,FullName,AppellationLevel,AppellationName,WineryName,Region,EvaluationAvg,Price,Grapes,Pairing,ScoreAvg,EvaluationAIS,ScoreAIS,EvaluationGR,ScoreGR,SLC,TLC,WineTypeIT,WineType,Alcohol,Bottles,AgingMonths,AgingTypeIT,AgingType,Notes,Tasting Notes,Country,VintageNV,Method,Sweetness
2,,,,,,,,,,,,,,,,,2022,2017,,Agrintesa Società Cooperativa Agricola Acereta Calanchi,,,Agrintesa Società,Romagna,,,,,,,,nd,nd,,,,,,,,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2016,,Romagna Sangiovese Superiore Calanchi,,,Agrintesa Società,Romagna,,9,Chardonnay 100%,Ossobuco di tacchino in sauté.,,,,nd,nd,,,,,13%,4,Legno 8 mesi,,,,"Giallo  oro  luminoso.  Spezie  dolci,  vaniglia,  miele,  albicocca  disidratata, fiori gialli di campo e ginestra appassita compongono un quadro olfattivo intenso e variegato. Al palato è avvolgente, di buona  struttura.  Un  piacevole  equilibrio  fresco-sapido  accompagna verso un finale floreale.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2016,,Romagna Albana Passito Loveria,,,Agrintesa Società,Romagna,,9,Sangiovese 100%,Primi piatti di pasta o pasta fresca ripiena,,,,nd,nd,,,,,14%,4,Legno 12 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Romagna Albana Secco Poderi Delle Rose,,,Agrintesa Società,Romagna,,12,Albana 100%,"Pasticceria secca, torte o cioccolato",,,,nd,nd,,,,,14%,3,Legno 24 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Ancarani Perlagioia,,,Ancarani,Romagna,,6,Albana 100%,Risotti di pesce,,,,nd,nd,,,,,"12,5%",7,Acciaio 6 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Le Signore,,,Ancarani,Romagna,,12,Albana 95% – Trebbiano 5%,,,,,nd,nd,,,,,"12,5%",7,,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Romagna Sangiovese Superiore Biagio Antico,,,Ancarani,Romagna,,11,Famoso 100%,Primi piatti di pasta o pasta fresca ripiena,,,,nd,nd,,,,,"11,5%",6,Acciaio 2 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Andataeritorno,,,Ancarani,Romagna,,11,Sangiovese 100%,Carni rosse o selvaggina,,,,nd,nd,,,,,"12,5%",6,Acciaio 2 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2018,,Balìa Di Zola Romagna Sangiovese Modigliana Redinoce Riserva,,,Balìa Di Zola,Romagna,,20,Albana 50% – Famoso 40% – Trebbiano 10%,,,,,nd,nd,,,,,"12,5%",4,,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Romagna Sangiovese Superiore Balitore,,,Balìa Di Zola,Romagna,,17,Sangiovese 100%,Piccione ripieno al cartoccio.,,,,nd,nd,,,,,13%,5,Legno 24 mesi,,,,"rasca e viola, accompagnati da delicate spezie dolci. Il palato è ricco  e  voluttuoso,  con  tannino  vellutato  e  a  grana  fine.  La  freschezza amplifica la beva vibrante e sapida, e allunga la chiosa fruttata e saporita.",Italy,,,
