Entry,Ref,OLDRS,RANK,RS,RAWQP,QPRANK,QP,RANK2,RS2,RAWQP2,QP2,RANK3,RS3,RAWQP3,QP3,RawAvg,RatingYear,Vintage,Qterms,FullName,AppellationLevel,AppellationName,WineryName,Region,EvaluationAvg,Price,Grapes,Pairing,ScoreAvg,EvaluationAIS,ScoreAIS,EvaluationGR,ScoreGR,SLC,TLC,WineTypeIT,WineType,Alcohol,Bottles,AgingMonths,AgingTypeIT,AgingType,Notes,Tasting Notes,Country,VintageNV,Method,Sweetness
2,,,,,,,,,,,,,,,,,2023,2018,,Montepulciano D’Abruzzo Plateo,,,Agriverde,Abruzzo,,35,Montepulciano 100%,Brasato di manzo al vino rosso,,,89,nd,nd,,,,,13,6,,Acciaio 12 mesi e,,,"Legno 12 mesi Rosso rubino carico. Al naso esplosione di frutti rossi maturi e floreale essiccato. Seguono sentori intensi di caffè, cuoio e cacao. Potente al gusto, dal tannino carezzevole, setoso e bilanciato da una scalpitante freschezza, chiude con una persistente scia di torrefazione. Promette longevità.",Italy,,,
2,,,,,,,,,,,,,,,,,2023,2021,,Cococciola Riseis,,,Agriverde,Abruzzo,,35,Pecorino 100%,Pesce spada gratinato,,,86,nd,nd,,,,,13,6,,Acciaio 12 mesi e,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2023,2021,,Cerasuolo D’Abruzzo Riseis,,,Agriverde,Abruzzo,,35,Montepulciano 100%,Melanzane e peperoni ripieni,,,86,nd,nd,,,,,13,6,,Acciaio 12 mesi e,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2023,2021,,Passerina Riseis,,,Agriverde,Abruzzo,,35,Passerina 100%,Tortelli di branzino con salsa d’astice,,,82,nd,nd,,,,,13,6,,Acciaio 12 mesi e,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2023,2020,,Trebbiano D’Abruzzo,,,Amorotti,Abruzzo,,23,Trebbiano 90% – altre varietà 10%,Lasagnette con ragù di coniglio e crema di piselli,,,91,nd,nd,,,,,14,8,,Legno 12 mesi,,,"Oro, luminoso nei riflessi. Quadro olfattivo rigoglioso di agrumato evoluto, poi fiori di ginestra. Sorso sapido e ricco, sorretto da una buona freschezza, che lo rende persistente ed equilibrato. Piacevole finale ammandorlato. Il trascorrere del tempo lo renderà ancora più interessante.",Italy,,,
2,,,,,,,,,,,,,,,,,2023,2020,,Cerasuolo D’Abruzzo,,,Amorotti,Abruzzo,,23,Montepulciano 100%,Pizza fritta con provola e salsiccia,,,86,nd,nd,,,,,14,8,,Legno 12 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2023,2018,,Montepulciano D’Abruzzo,,,Amorotti,Abruzzo,,23,Montepulciano 100%,Filetto di vitello alla Rossini,,,86,nd,nd,,,,,14,8,,Legno 12 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2023,2020,,Trebbiano D’Abruzzo San Pietro,,,Ausonia,Abruzzo,,25,Trebbiano abruzzese 100%,Grigliata di carne bianca e verdure,,,89,nd,nd,,,,,12,2,,Legno 12 mesi,,,"Brillante giallo paglierino. Lavanda ed erbe mediterranee marcano l’esordio olfattivo. Fresco il sorso e lungo il finale, con aromi eleganti che richiamano il miele di eucalipto, i fiori bianchi e una decisa mineralità. Equilibrio perfetto, che lascia spazio una giusta sapidità, in una struttura piena.",Italy,,,
2,,,,,,,,,,,,,,,,,2023,2019,,Abruzzo Pecorino Machaon,,,Ausonia,Abruzzo,,25,Pecorino 100%,Insalata di fagiolini e pinoli,,,86,nd,nd,,,,,12,2,,Legno 12 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2023,2020,,Trebbiano D’Abruzzo Apollo,,,Ausonia,Abruzzo,,25,Trebbiano abruzzese 100%,Lasagne di verdure,,,86,nd,nd,,,,,12,2,,Legno 12 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2023,2021,,Cerasuolo D’Abruzzo Apollo,,,Ausonia,Abruzzo,,25,Montepulciano 100%,Pomodori gratinati con paté di olive,,,82,nd,nd,,,,,12,2,,Legno 12 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2023,2018,,Montepulciano D’Abruzzo Baldassarre,,,Baldassarre,Abruzzo,,18,Montepulciano 100%,Parmigiano Reggiano Riserva,,,89,nd,nd,,,,,14,3,,Legno 10 mesi,,,"Rosso con riflessi granato, limpido e fitto, ma non impenetrabile. Naso fruttato di ciliegia e amarena, more di gelso e spezie, noce moscata. Sorso potente e di marcato calore. A contorno delle altre componenti: tannino, acidità, struttura e aromi, che supportano la lunga persistenza.",Italy,,,
2,,,,,,,,,,,,,,,,,2023,2020,,Montepulciano D’Abruzzo Colline Teramane Yang,,,Barba,Abruzzo,,13,Montepulciano 100%,Lasagne alle melanzane,,,91,nd,nd,,,,,13,40,,Acciaio 3 mesi,,,"Rubino vivace con orlo porpora. Apre con note di rosa e violaciocca, seguite da mora, susina e bacche di sambuco, poi cenni balsamici e salmastri con scia di rabarbaro. Al palato è pieno ed equilibrato, mostra una decisa freschezza e levigati tannini. Chiude in un finale di liquirizia che invita al riassaggio.",Italy,,,
2,,,,,,,,,,,,,,,,,2023,2019,,Montepulciano D’Abruzzo I Vasari,,,Barba,Abruzzo,,13,Montepulciano 100%,Arista di maiale con salsa di prugne,,,89,nd,nd,,,,,13,40,,Acciaio 3 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2023,2021,,Cerasuolo D’Abruzzo Colle Morino,,,Barba,Abruzzo,,13,Montepulciano 100%,Paccheri con salsa di pomodoro e basilico,,,82,nd,nd,,,,,13,40,,Acciaio 3 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2023,2021,,Pecorino Collemorino,,,Barba,Abruzzo,,13,Pecorino 100%,Burrata di Andria,,,82,nd,nd,,,,,13,40,,Acciaio 3 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2023,2018,,Montepulciano D’Abruzzo Colline Teramane Vizzarro Riserva,,,Barone Cornacchia,Abruzzo,,30,Montepulciano 100%,Cosciotto d’agnello al forno con patate novelle,,,91,nd,nd,,,,,14,7,,Legno 30 mesi,,,"Rubino impenetrabile con orlo granato. Sofisticato racconto olfattivo di visciole sciroppate fuse note officinali di rabarbaro e incenso, resina e polvere pirica. Un assaggio potente e denso, che regala una generosa forza calorica perfettamente integrata al tannino, per un’appagante chiusura tostata e balsamica.",Italy,,,
2,,,,,,,,,,,,,,,,,2023,2019,,Trebbiano D’Abruzzo Barone Cornacchia,,,Barone Cornacchia,Abruzzo,,30,Trebbiano abruzzese 100%,"Riso, cozze e zafferano",,,89,nd,nd,,,,,14,7,,Legno 30 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2023,2018,,Montepulciano D’Abruzzo Vigna Le Coste Riserva,,,Barone Cornacchia,Abruzzo,,30,Montepulciano 100%,Carré di maiale con patate al forno,,,86,nd,nd,,,,,14,7,,Legno 30 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2023,2021,,Cerasuolo D’Abruzzo Superiore Casanova,,,Barone Cornacchia,Abruzzo,,30,Montepulciano 100%,Arrosto di tacchino lardellato,,,86,nd,nd,,,,,14,7,,Legno 30 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2023,2018,,Controguerra Rosso Colle Cupo,,,Barone Cornacchia,Abruzzo,,30,Montepulciano 60% – Cabernet sauvignon 30% – Merlot 10%,Grigliata di carne con salsa barbecue,,,86,nd,nd,,,,,14,7,,Legno 30 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2023,2021,,Trebbiano D’Abruzzo Superiore Casanova,,,Barone Cornacchia,Abruzzo,,30,Trebbiano abruzzese 100%,Triglie in guazzetto,,,86,nd,nd,,,,,14,7,,Legno 30 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2023,2020,,Trebbiano D’Abruzzo Bio Stilla Aurea,,,Buccicatino Vini Bio,Abruzzo,,18,Trebbiano abruzzese 100%,Pecorino di Pienza,,,89,nd,nd,,,,,13,7,,Acciaio 6 mesi,,,"Paglierino vivido con riflessi dorati. Intenso, si apre con nuance di albicocca, pesca e rosa, che sfumano verso sentori dolci di miele, canditi e vaniglia; sul fondo una nota fresca di erba. Il sorso, intenso e soave, ripropone aromi fruttati e speziati con buona persistenza e discreta acidità.",Italy,,,
2,,,,,,,,,,,,,,,,,2023,2018,,Cabernet Sauvignon Bio,,,Buccicatino Vini Bio,Abruzzo,,18,Cabernet sauvignon 100%,Legno 24 mesi Spezzatino di manzo,,,89,nd,nd,,,,,13,7,,Acciaio 6 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2023,2018,,Montepulciano D’Abruzzo Don Giovanni Bio,,,Buccicatino Vini Bio,Abruzzo,,18,Montepulciano 100%,Legno 24 mesi Tagliata al pepe verde,,,86,nd,nd,,,,,13,7,,Acciaio 6 mesi,,,,Italy,,,
