Entry,Ref,OLDRS,RANK,RS,RAWQP,QPRANK,QP,RANK2,RS2,RAWQP2,QP2,RANK3,RS3,RAWQP3,QP3,RawAvg,RatingYear,Vintage,Qterms,FullName,AppellationLevel,AppellationName,WineryName,Region,EvaluationAvg,Price,Grapes,Pairing,ScoreAvg,EvaluationAIS,ScoreAIS,EvaluationGR,ScoreGR,SLC,TLC,WineTypeIT,WineType,Alcohol,Bottles,AgingMonths,AgingTypeIT,AgingType,Notes,Tasting Notes,Country,VintageNV,Method,Sweetness
2,,,,,,,,,,,,,,,,,2023,2021,,Bianco M’Ama,,,Albafiorita,Friuli-venezia-giulia,,15,Sauvignon kretos 50% – Soreli 50%,Flan di zucchine e carote,,,86,nd,nd,,,,,13,13,,,,,"Luminoso e delicato paglierino. Profilo olfattivo elegante e varietale dove emergono erbe officinali fresche e macedonia di frutta croccante pasta bianca. Lievi effluvi balsamici e guizzi di salsedine. Fresco e sapido l’ingresso al palato, si snoda morbido e piacevolmente fruttato in chiusura.",Italy,,,
2,,,,,,,,,,,,,,,,,2023,2019,,Friuli Cabernet,,,Albafiorita,Friuli-venezia-giulia,,15,Cabernet 100%,Coniglio alla ligure,,,82,nd,nd,,,,,13,13,,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2023,2019,,Friuli Merlot,,,Albafiorita,Friuli-venezia-giulia,,15,Merlot 100%,info@albafiorita,,,82,nd,nd,,,,,13,13,,,,,"Manzo brasato con funghi. PROSECCO SPUMANTE BRUT Bianco Doc Glera 100% Alc. 11,5% | € 11 | Bt. 18.000 | Ferm. Acciaio Seppioline ai ferri. Via Crosere, 115 33053 Latisana (UD) T. 340 8731918 | M.com",Italy,,,
2,,,,,,,,,,,,,,,,,2023,2019,,Friuli Isonzo Pinot Nero,,,Amandum,Friuli-venezia-giulia,,30,Pinot nero 100%,Maltagliati con funghi porcini,,,86,nd,nd,,,,,13,2,,Acciaio 24 mesi,,,"Rosso rubino vivido. Il ventaglio varietale di viola, fragolina di bosco, mirtillo rosso, erbe aromatiche fresche e pepe nero precede un sorso di piacevole freschezza, buon corpo e tannino ben regolato. L’allungo è avvolgente e delicatamente balsamico e chiude lentamente con impronte di spezie e frutta.",Italy,,,
2,,,,,,,,,,,,,,,,,2023,2020,,Friuli Isonzo Friulano,,,Amandum,Friuli-venezia-giulia,,30,Tocai friulano 100%,Torta salata alle zucchine e origano,,,86,nd,nd,,,,,13,2,,Acciaio 24 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2023,2017,,Friuli Isonzo Pinot Bianco,,,Amandum,Friuli-venezia-giulia,,30,,| 2018 | 2019 wineryname Amandum (2013) wineryname,,,86,nd,nd,,,,,13,2,,Acciaio 24 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2023,2017,,Friuli Isonzo Sauvignon,,,Amandum,Friuli-venezia-giulia,,30,,,,,86,nd,nd,,,,,13,2,,Acciaio 24 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2023,2018,,Friuli Colli Orientali Refosco Dal Peduncolo Rosso,,,Angoris,Friuli-venezia-giulia,,20,Refosco dal peduncolo rosso 100%,Lepre in salmì,,,86,nd,nd,,,,,14,7,,Legno 12 mesi,,,"Rosso rubino intenso. Nitidi sentori di piccola frutta macerata nera e rossa, succo di arancia rossa, con intrecci terrosi e di spezie scure. Piacevole ed equilibrato all’assaggio, con il tannino ben integrato nel sorso, uno sviluppo conforme e un finale dai richiami fruttati e delicatamente balsamici.",Italy,,,
2,,,,,,,,,,,,,,,,,2023,2021,,Friuli Isonzo Pinot Grigio Villa Locatelli,,,Angoris,Friuli-venezia-giulia,,20,Pinot grigio 100%,Burrata di Andria,,,86,nd,nd,,,,,14,7,,Legno 12 mesi,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2023,2021,,Friuli Colli Orientali Friulano,,,Angoris,Friuli-venezia-giulia,,20,Tocai friulano 100%,Risotto alla zucca e astice,,,86,nd,nd,,,,,14,7,,Legno 12 mesi,,,,Italy,,,
