Entry,Ref,OLDRS,RANK,RS,RAWQP,QPRANK,QP,RANK2,RS2,RAWQP2,QP2,RANK3,RS3,RAWQP3,QP3,RawAvg,RatingYear,Vintage,Qterms,FullName,AppellationLevel,AppellationName,WineryName,Region,EvaluationAvg,Price,Grapes,Pairing,ScoreAvg,EvaluationAIS,ScoreAIS,EvaluationGR,ScoreGR,SLC,TLC,WineTypeIT,WineType,Alcohol,Bottles,AgingMonths,AgingTypeIT,AgingType,Notes,Tasting Notes,Country,VintageNV,Method,Sweetness
2,,,,,,,,,,,,,,,,,2022,2018,,Maria Letizia Allevi (91)  Arsi,,,Maria Letizia Allevi,Marche,,,,,,,,nd,nd,,,,,,,,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2018,,Offida Rosso Mida,,,Maria Letizia Allevi,Marche,,90,Alicante 100%,Capretto alla marchigiana.,,,,nd,nd,,,,,"13,5%",450,Legno 24 mesi,,,,"Granato luminoso. Nobile austerità all'olfatto: frutti rossi in confettura  e  spezie  dolci  che  si  intrecciano  a  prugna  essiccata  e alloro.  Sentori  balsamici,  resina  di  pino.  Sorso  potente,  orchestrato da tannino setoso e incessante spalla fresca che regalano interminabili ritorni fruttati e speziati.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Offida Pecorino Mida,,,Maria Letizia Allevi,Marche,,18,Montepulciano 100%,Carni rosse o selvaggina,,,,nd,nd,,,,,"14,5%",1,Legno 18 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Rosato Mida,,,Maria Letizia Allevi,Marche,,14,Pecorino 100%,Piatti di pesce,,,,nd,nd,,,,,13%,1,Acciaio 6 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Offida Passerina Mida,,,Maria Letizia Allevi,Marche,,12,Montepulciano 70% – Alicante 30%,Risotti di terra,,,,nd,nd,,,,,13%,600,Acciaio 6 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2016,,Angeli Di Varano Conero Stile Libero Riserva,,,Angeli Di Varano,Marche,,10,Passerina 100%,Piatti di pesce,,,,nd,nd,,,,,"12,5%",600,Acciaio 6 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2018,,Rosso Conero Primo Di Tre,,,Angeli Di Varano,Marche,,25,Montepulciano 100%,Costine di maiale alla brace.,,,,nd,nd,,,,,14%,2,Legno 24 mesi,,,,"Colore rubino vivace. Esprime marasca, anche sotto spirito, mirtillo, prugna rossa, viola, rosa rossa. Poi cacao, tabacco biondo, vaniglia. Accenno mentolato. Robusto, ma ben equilibrato dalla freschezza e dai tannini vellutati. Sfuma su note di liquirizia e appagante balsamicità.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Fuorilegge,,,Angeli Di Varano,Marche,,12,Montepulciano 100%,Carni rosse o selvaggina,,,,nd,nd,,,,,"13,5%",6,Acciaio 12 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Pinkonero,,,Angeli Di Varano,Marche,,10,Sauvignon 50% – Verdicchio 50%,Risotti di pesce,,,,nd,nd,,,,,13%,2,Acciaio 6 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2017,,Aurora Offida Rosso Barricadiero,,,Aurora,Marche,,10,Montepulciano 100%,"Crostacei, molluschi o crudità",,,,nd,nd,,,,,"12,5%",2,Acciaio 6 mesi,,,,,Italy,,,
