Entry,Ref,OLDRS,RANK,RS,RAWQP,QPRANK,QP,RANK2,RS2,RAWQP2,QP2,RANK3,RS3,RAWQP3,QP3,RawAvg,RatingYear,Vintage,Qterms,FullName,AppellationLevel,AppellationName,WineryName,Region,EvaluationAvg,Price,Grapes,Pairing,ScoreAvg,EvaluationAIS,ScoreAIS,EvaluationGR,ScoreGR,SLC,TLC,WineTypeIT,WineType,Alcohol,Bottles,AgingMonths,AgingTypeIT,AgingType,Notes,Tasting Notes,Country,VintageNV,Method,Sweetness
2,,,,,,,,,,,,,,,,,2022,2020,,Antica Cantina Leonardi Luce Di Lago,,,Antica Cantina Leonardi,Lazio,,,,,,,,nd,nd,,,,,,,,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Pensiero,,,Antica Cantina Leonardi,Lazio,,9,Rossetto 100%,Astice con salsa di conchi- glie e verdure primavera.,,,,nd,nd,,,,,13%,5,Acciaio 3 mesi,,,,"Oro antico luminoso. Esordio olfattivo di menta piperita, malva, ortica e lavanda. La frutta è tropicale, ananas e frutto della passione, seguono sensazioni agrumate dolci di mandarino cinese. Ingresso diretto e vibrante, di bella avvolgenza alcolica. Lungo il finale, scandito da erbe amaricanti.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2018,,Antica Cantina Leonardi Dosage Zéro,,,Antica Cantina Leonardi,Lazio,,9,Grechetto 100%,Piatti di pesce,,,,nd,nd,,,,,"13,5%",6,Acciaio 3 mesi e Legno 3 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Est! Est!! Est!!! Di Montefiascone Poggio Del Cardinale,,,Antica Cantina Leonardi,Lazio,,16,,Risotti di pesce,,,,nd,nd,,,,,"12,5%",1,Acciaio 3 mesi | 24 mesi sui lieviti,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Terra Di Vento,,,Antica Cantina Leonardi,Lazio,,9,Trebbiano 50% – Rossetto 30% – Malvasia 20%,Carni bianche o da cortile,,,,nd,nd,,,,,13%,13,Acciaio 3 mesi e Legno 3 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Rosa Di Lava,,,Antica Cantina Leonardi,Lazio,,9,Vermentino 85% – Viognier 15%,"Crostacei, molluschi o crudità",,,,nd,nd,,,,,13%,4,Acciaio 3 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2017,,Antica Tenuta Palombo Atina Cabernet Duca Cantelmo Riserva,,,Antica Tenuta Palombo,Lazio,,10,Syrah 100%,,,,,nd,nd,,,,,"12,5%",5.000 Ferm. Acciaio,Legno 6 mesi,,,,abbinamento Salumi o insaccati ettari 7  bottiglie 30.000 produzione olearia No proprietà Norberto Mastrantoni conduzione enologica Roberto Mazzer conduzione agronomica Pierpaolo Pirone vendita diretta Sì  visita in azienda Sì,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2018,,Merlot,,,Antica Tenuta Palombo,Lazio,,32,Cabernet sauvignon 100%,Costine di agnello su gratella di ulivo.,,,,nd,nd,,,,,14%,2,Acciaio 6 mesi e Legno 12 mesi,,,,"Rubino con screziature granato. Il naso si annuncia con la violetta e il ribes, poi spezie scure e accenni balsamici in chiusura. In bocca, la decisa forza alcolica si accompagna al tannino di ottima fattura e a un’adeguata freschezza, che danno al vino equilibrio e corpo. Lunga persistenza speziata.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Rosa Invidiata,,,Antica Tenuta Palombo,Lazio,,13,Merlot 100%,Formaggi stagionati o erborinati,,,,nd,nd,,,,,15%,3.000 Ferm. Acciaio,Acciaio 6 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Sauvignon,,,Antica Tenuta Palombo,Lazio,,12,Merlot 100%,,,,,nd,nd,,,,,"13,5%",3,,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2018,,Atina Cabernet,,,Antica Tenuta Palombo,Lazio,,11,Sauvignon 100%,,,,,nd,nd,,,,,"12,5%",3,,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Maturano,,,Antica Tenuta Palombo,Lazio,,16,Cabernet sauvignon 100%,Salumi o insaccati,,,,nd,nd,,,,,14%,6,Acciaio 6 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Antiche Cantine Migliaccio Biancolella Di Ponza,,,Antiche Cantine Migliaccio,Lazio,,12,Maturano 100%,Carni bianche o da cortile,,,,nd,nd,,,,,"11,5%",3,Acciaio 8 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Fieno Di Ponza Rosato,,,Antiche Cantine Migliaccio,Lazio,,25,Biancolella 100%,Spaghetti all'astice.,,,,nd,nd,,,,,"13,5%",3,Acciaio 8 mesi,,,,"Abito  paglierino.  Ampio  ventaglio  olfattivo  di  fieno,  ginestra  ed erbe aromatiche, agrume e zenzero canditi, miele di eucalipto e una sensazione minerale iodata. Sorso potente e appagante, con alcol perfettamente integrato in un epilogo sapido e balsamico, gustoso preludio per un nuovo assaggio.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Fieno Di Ponza Bianco,,,Antiche Cantine Migliaccio,Lazio,,23,Aglianico 50% – Piedirosso 50%,Primi piatti di pasta o pasta fresca ripiena,,,,nd,nd,,,,,14%,1,Acciaio 8 mesi,,,,,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2020,,Arcadia L Grechetto,,,Arcadia,Lazio,,23,Biancolella 80% – Forastera 20%,,,,,nd,nd,,,,,13%,3,Acciaio 8 mesi,,,,"abbinamento Crostacei, molluschi o crudità a z i o ettari 30  bottiglie 50.000 produzione olearia Sì proprietà Giovanni Spano conduzione enologica Paolo Duchini conduzione agronomica Giovanni Spano vendita diretta Sì  visita in azienda Sì",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2019,,Crogneto,,,Arcadia,Lazio,,18,Grechetto 100%,Spiedini di cernia alla griglia.,,,,nd,nd,,,,,"14,5%",10,Acciaio 4 mesi,,,,"Giallo dorato, luminoso. Intenso e vigoroso nei profumi floreali e agrumati  con  rimandi  di  frutta  tropicale  a  contorno.  Pieno  nella beva  e  nel  continuo  rincorrersi  ed  equilibrarsi  di  spalla  acida  e sapidità con grassezze e alcolicità. Entusiasmante nella sua durevolezza. Decisamente espressivo.",Italy,,,
2,,,,,,,,,,,,,,,,,2022,2018,,"Bottaccio (91,5)  Bottaccio Grandi Annate",,,Bottaccio,Lazio,,12,,,,,,nd,nd,,,,,"13,5%",18,Acciaio 4 mesi,,,,abbinamento Salumi o insaccati ettari 1  bottiglie 5.000 produzione olearia Sì proprietà Silvano Sganappa conduzione enologica Paolo Trappolini conduzione agronomica Paolo Trappolini vendita diretta No  visita in azienda Sì,Italy,,,
2,,,,,,,,,,,,,,,,,2022,2018,,Pietra Dura,,,Bottaccio,Lazio,,100,Syrah 100%,Cinghiale in agrodolce.,,,,nd,nd,,,,,14%,500,Legno 20 mesi,,,,"viola  appassita,  pepe  nero,  cannella,  legno  di  sandalo,  cacao amaro  e  tracce  balsamiche.  Caldo  e  morbido,  vibrante  grazie alla  spinta  fresco-sapida  e  al  tannino  presente  e  ben  integrato. Imprime il ricordo su echi di liquirizia.",Italy,,,
